--------------------------------------------------------
EVENT #1
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
55      | -1       | 71      | 0                 | 56-57 64-65 73-74 | 1.78893      | 3.85913      | 1.37524      | 42.4398      | 0.387036     
56      | 2212     | 1       | 0                 |                   | 0.737372     | -2.66045     | 2.29033      | 5.38144      | 0.93827      
57      | 323      | 2       | 0                 |                   | 1.06824      | 1.41941      | -2.08603     | 2.50416      | 0.89807      
58      | -4       | 71      | 0                 | 59-61             | 5.12933      | 4.02582      | -2.56467     | 143.743      | 1.5          
59      | 2212     | 1       | 0                 |                   | 0.513101     | 3.52631      | -1.53529     | 8.78012      | 0.93827      
60      | 2212     | 1       | 0                 |                   | 0.316545     | 5.93954      | 2.67964      | 60.1136      | 0.93827      
61      | -421     | 2       | 0                 | 75-79             | 2.74526      | 4.25089      | -2.4667      | 96.3526      | 1.86486      
62      | 2212     | 1       | 0                 |                   | 0.722032     | 8.42255      | 2.19341      | 1642.08      | 0.93827      
63      | 310      | 1       | 0                 |                   | 7.08619      | 0.581936     | -1.83894     | 8.33516      | 0.49761      
64      | 310      | 1       | 0                 |                   | 35.6438      | -2.39707     | 2.73378      | 197.501      | 0.49761      
65      | 2212     | 1       | 0                 |                   | 1.7486       | -2.05101     | 0.329141     | 6.9742       | 0.93827      
66      | 310      | 1       | 0                 |                   | 1.1971       | 0.747172     | 0.167399     | 1.62514      | 0.49761      
67      | -213     | 2       | 0                 |                   | 2.4666       | 0.555913     | -1.75489     | 2.96178      | 0.778424     
68      | 211      | 1       | 0                 |                   | 1.22689      | 0.428524     | -1.63419     | 1.34851      | 0.13957      
69      | -20313   | 2       | 0                 | 80                | 1.61087      | 3.41771      | -0.761765    | 24.6343      | 1.44419      
70      | 211      | 1       | 0                 |                   | 0.731027     | 3.09013      | -0.0836924   | 8.05179      | 0.13957      
71      | 130      | 1       | 0                 |                   | 0.423811     | 4.81992      | -3.1058      | 26.2731      | 0.49761      
72      | 310      | 1       | 0                 |                   | 0.302019     | 5.28213      | -3.11772     | 29.7218      | 0.49761      
73      | 11       | 1       | 0                 |                   | 0.772284     | -1.81352     | 0.157821     | 2.4308       | 0.000511     
74      | -11      | 1       | 0                 |                   | 0.11493      | -1.81481     | 0.155771     | 0.362189     | 0.000511     
75      | -311     | 2       | 0                 |                   | 1.57804      | 3.9936       | -2.45509     | 42.8219      | 0.49761      
76      | -211     | 1       | 0                 |                   | 0.2          | 3.93535      | -0.753333    | 5.12188      | 0.13957      
77      | 211      | 1       | 0                 |                   | 0.726632     | 4.37113      | -2.686       | 28.7552      | 0.13957      
78      | 111      | 2       | 0                 |                   | 0.33316      | 4.20022      | -2.98988     | 11.1144      | 0.13498      
79      | 111      | 2       | 0                 |                   | 0.225587     | 4.32657      | -1.96623     | 8.53925      | 0.13498      
80      | -323     | 2       | 0                 | 81                | 0.692562     | 3.72014      | -0.405295    | 14.3291      | 0.92089      
81      | 111      | 2       | 0                 |                   | 0.444681     | 3.5903       | 0.193528     | 8.06599      | 0.13498      
--------------------------------------------------------
EVENT #30
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 13-14 42-43 45-48 50-51 54 56-58 62-64 75-78 80-81 90-91 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 42-43 45-46 50 54 57-61 64 75-78 80-81 90-91 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 1        | 21      | 0                 | 5-7               | 0            | 24223.1      | 0            | 1467.14      | 0            
4       | -1       | 21      | 0                 | 5-7               | 0            | -27023.7     | 0            | 4267.73      | 0            
5       | 25       | 22      | 0                 | 8                 | 150.792      | 2.27962      | -2.24932     | 1764.69      | 1599.93      
6       | 1        | 23      | 0                 | 49                | 35.4965      | 2.50891      | -3.08897     | 219.598      | 0.33         
7       | -1       | 23      | 0                 | 10                | 176.483      | -3.74904     | 0.741985     | 3750.58      | 0.33         
8       | 25       | 44      | 0                 | 9                 | 259.406      | 1.76718      | -2.13797     | 1780.58      | 1599.93      
9       | 25       | 44      | 0                 | 11                | 261.501      | 1.71864      | -2.12009     | 1768.11      | 1599.93      
10      | -1       | 44      | 0                 | 42-44 66 68-69 71-75 81 90-91 | 174.557      | -3.76654     | 0.534637     | 3775.1       | 0.33         
11      | 25       | 44      | 0                 | 12                | 267.501      | 1.69691      | -2.02865     | 1768.86      | 1599.93      
12      | 25       | 44      | 0                 | 15                | 266.962      | 1.6971       | -2.02517     | 1768.27      | 1599.93      
13      | -5       | 51      | 0                 | 16                | 22.1172      | 3.50674      | 2.48963      | 369.049      | 4.8          
14      | 5        | 51      | 0                 | 17                | 6.35176      | 4.23607      | 2.31107      | 219.664      | 4.8          
15      | 25       | 44      | 0                 | 18                | 267.622      | 1.69471      | -2.01837     | 1768.35      | 1599.93      
16      | -5       | 44      | 0                 | 19                | 21.5471      | 3.53286      | 2.49356      | 369.034      | 4.8          
17      | 5        | 44      | 0                 | 20                | 6.00859      | 4.29161      | 2.30929      | 219.66       | 4.8          
18      | 25       | 44      | 0                 | 22                | 268.385      | 1.69195      | -2.01426     | 1768.43      | 1599.93      
19      | -5       | 44      | 0                 | 21                | 21.1795      | 3.55007      | 2.50095      | 369.025      | 4.8          
20      | 5        | 44      | 0                 | 24                | 5.77617      | 4.33107      | 2.31821      | 219.658      | 4.8          
21      | -5       | 52      | 0                 | 23                | 19.2452      | 3.54526      | 2.50109      | 333.723      | 4.8          
22      | 25       | 44      | 0                 | 26                | 267.512      | 1.69512      | -2.01375     | 1768.34      | 1599.93      
23      | -5       | 44      | 0                 | 25                | 19.2566      | 3.54467      | 2.48872      | 333.723      | 4.8          
24      | 5        | 44      | 0                 | 28                | 5.81316      | 4.32468      | 2.29189      | 219.659      | 4.8          
25      | -5       | 52      | 0                 | 27                | 18.8396      | 3.54213      | 2.48824      | 325.673      | 4.8          
26      | 25       | 62      | 0                 | 29-30             | 266.572      | 1.69854      | -2.01419     | 1768.23      | 1599.93      
27      | -5       | 62      | 0                 | 45                | 18.8928      | 3.53932      | 2.47558      | 325.676      | 4.8          
28      | 5        | 62      | 0                 | 55                | 5.88077      | 4.31312      | 2.26612      | 219.66       | 4.8          
29      | 4900001  | 22      | 0                 | 31-32             | 447.817      | -0.822269    | -2.75035     | 610.136      | 51.8153      
30      | -4900001 | 22      | 0                 | 33-34             | 307.691      | 1.99943      | -0.229597    | 1158.1       | 51.2398      
31      | 4900022  | 22      | 0                 | 35-36             | 306.668      | -0.749924    | -2.78456     | 397.138      | 9.73733      
32      | 4900004  | 1       | 0                 |                   | 141.717      | -0.965028    | -2.67628     | 212.999      | 2            
33      | 4900022  | 22      | 0                 | 40-41             | 140.783      | 1.83923      | -0.334557    | 454.072      | 0.682809     
34      | -4900004 | 1       | 0                 |                   | 168.33       | 2.10942      | -0.141862    | 704.025      | 2            
35      | 13       | 23      | 0                 | 39                | 114.516      | -0.752354    | -2.74352     | 148.484      | 0.10566      
36      | -13      | 23      | 0                 | 37-38             | 192.306      | -0.747966    | -2.80899     | 248.654      | 0.10566      
37      | -13      | 1       | 0                 |                   | 192.305      | -0.747966    | -2.80899     | 248.654      | 0.10566      
38      | 22       | 1       | 0                 |                   | 0.000523658  | -0.757038    | -2.79373     | 0.000681019  | 7.27596e-12  
39      | 13       | 1       | 0                 |                   | 114.516      | -0.752354    | -2.74352     | 148.484      | 0.10566      
40      | 211      | 1       | 0                 |                   | 25.6714      | 1.8319       | -0.339257    | 82.2238      | 0.13957      
41      | -211     | 1       | 0                 |                   | 115.112      | 1.84086      | -0.333508    | 371.848      | 0.13957      
42      | 21       | 73      | 0                 | 67                | 5.76466      | -2.3917      | 1.85652      | 31.7742      | 0.202206     
43      | 1        | 73      | 0                 | 65                | 0.936367     | -0.552031    | -0.472958    | 1.28825      | 0.698098     
44      | 21       | 73      | 0                 | 70                | 9.88859      | -3.46682     | 0.685609     | 158.544      | 0.530874     
45      | -5       | 73      | 0                 | 53                | 19.5604      | 3.53736      | 2.48891      | 336.529      | 5.11718      
46      | 21       | 73      | 0                 | 52                | 7.39598      | 2.82608      | 2.36118      | 62.6389      | 0.36982      
47      | 2        | 71      | 0                 | 79 82             | 17.8594      | 0.468979     | 1.2142       | 19.8624      | 0.33         
48      | -1       | 71      | 0                 | 79 82             | 75.7723      | 0.529885     | 1.17983      | 86.6618      | 0.33         
49      | 1        | 71      | 0                 | 50                | 41.2461      | 2.24855      | -2.61945     | 197.561      | 0.33         
50      | 323      | 2       | 0                 |                   | 8.99914      | 2.27045      | -2.62044     | 44.0464      | 0.878964     
51      | 1        | 71      | 0                 | 54                | 1.39321      | 2.53725      | -2.58535     | 8.86965      | 0.33         
52      | 21       | 71      | 0                 | 54                | 7.39598      | 2.82608      | 2.36118      | 62.6389      | 0.36982      
53      | -5       | 71      | 0                 | 54                | 19.5604      | 3.53736      | 2.48891      | 336.529      | 5.11718      
54      | 513      | 2       | 0                 | 83-84             | 19.1592      | 3.54749      | 2.50077      | 332.98       | 5.3252       
55      | 5        | 71      | 0                 | 57                | 5.88077      | 4.31312      | 2.26612      | 219.66       | 4.8          
56      | -2       | 71      | 0                 | 57                | 0.844259     | 6.76537      | 2.28724      | 366.109      | 0.33         
57      | -523     | 2       | 0                 | 85-86             | 7.4027       | 4.29587      | 2.3348       | 271.767      | 5.3252       
58      | 3        | 71      | 0                 | 80                | 5.93549      | 0.784435     | 2.47793      | 7.911        | 0.920632     
59      | 21       | 71      | 0                 | 80                | 18.0745      | 0.203234     | 2.13931      | 18.4507      | 0.245254     
60      | 21       | 71      | 0                 | 80                | 12.3048      | 0.201887     | 2.22155      | 12.5564      | -4.21468e-08 
61      | 21       | 71      | 0                 |                   | 5.68305      | -1.28483     | -3.00097     | 11.0557      | -3.15398e-07 
62      | 21       | 71      | 0                 | 64                | 17.496       | 0.580722     | 0.94547      | 20.53        | -2.06477e-07 
63      | 21       | 71      | 0                 | 64                | 12.5188      | 0.498247     | 1.08507      | 14.1051      | -2.2302e-07  
64      | 2212     | 1       | 0                 |                   | 4.44843      | 0.638153     | 0.881276     | 5.4665       | 0.93827      
65      | 1        | 71      | 0                 | 75 81 90-91       | 0.936367     | -0.552031    | -0.472958    | 1.28825      | 0.698098     
66      | 21       | 71      | 0                 | 75 81 90-91       | 9.97232      | -2.43593     | 1.65728      | 57.4102      | -1.78416e-06 
67      | 21       | 71      | 0                 | 75 81 90-91       | 5.76466      | -2.3917      | 1.85652      | 31.7742      | 0.202206     
68      | 21       | 71      | 0                 | 75 81 90-91       | 11.3608      | -4.341       | -0.96563     | 436.24       | 7.62939e-06  
69      | 21       | 71      | 0                 | 75 81 90-91       | 18.5693      | -4.27451     | -0.870278    | 667.183      | -2.28882e-05 
70      | 21       | 71      | 0                 | 75 81 90-91       | 9.88859      | -3.46682     | 0.685609     | 158.544      | 0.530874     
71      | 21       | 71      | 0                 | 75 81 90-91       | 70.1277      | -3.48263     | 0.610924     | 1142.23      | -3.41197e-05 
72      | 21       | 71      | 0                 | 75 81 90-91       | 11.6242      | -3.43835     | 0.580966     | 181.15       | -6.87704e-06 
73      | 21       | 71      | 0                 | 75 81 90-91       | 41.4898      | -3.47796     | 0.656978     | 672.64       | -7.62939e-06 
74      | -1       | 71      | 0                 | 75 81 90-91       | 25.2489      | -2.90919     | 0.580838     | 232.245      | 0.33         
75      | 333      | 2       | 0                 | 87-88             | 6.39174      | -2.65297     | 1.69929      | 45.6052      | 1.00936      
76      | 2212     | 1       | 0                 |                   | 0.502036     | -1.99117     | 2.23766      | 2.09465      | 0.93827      
77      | 2212     | 1       | 0                 |                   | 0.326793     | 8.08639      | -1.17666     | 531.03       | 0.93827      
78      | 2212     | 1       | 0                 |                   | 0.276977     | -7.62034     | -1.17131     | 282.414      | 0.93827      
79      | 111      | 2       | 0                 | 89                | 43.5605      | 0.523154     | 1.18233      | 49.6589      | 0.13498      
80      | 310      | 1       | 0                 |                   | 1.50486      | 0.792041     | 2.10962      | 2.063        | 0.49761      
81      | 111      | 2       | 0                 | 92-93             | 15.7792      | -3.47382     | 0.618133     | 254.761      | 0.13498      
82      | 111      | 2       | 0                 | 94                | 14.206       | 0.508536     | 1.20438      | 16.0834      | 0.13498      
83      | 511      | 2       | 0                 | 95-97             | 19.0467      | 3.54782      | 2.49856      | 331.134      | 5.27958      
84      | 22       | 1       | 0                 |                   | 0.1202       | 3.42372      | 2.85829      | 1.84602      | -2.10734e-08 
85      | -521     | 2       | 0                 | 98-99             | 7.28203      | 4.30165      | 2.33288      | 268.885      | 5.27925      
86      | 22       | 1       | 0                 |                   | 0.121496     | 3.85877      | 2.45047      | 2.88116      | 9.42432e-08  
87      | 130      | 1       | 0                 |                   | 2.73871      | -2.67292     | 1.69879      | 19.932       | 0.49761      
88      | 310      | 1       | 0                 |                   | 3.65303      | -2.63775     | 1.69966      | 25.6732      | 0.49761      
89      | 22       | 1       | 0                 |                   | 38.5443      | 0.522183     | 1.18288      | 43.9198      | 8.92081e-07  
90      | 11       | 1       | 0                 |                   | 0.125883     | -3.30181     | -0.232125    | 1.71192      | 0.000511     
91      | -11      | 1       | 0                 |                   | 0.180489     | -3.318       | -0.17397     | 2.49448      | 0.000511     
92      | 11       | 1       | 0                 |                   | 3.22974      | -3.47661     | 0.616958     | 52.2908      | 0.000510999  
93      | -11      | 1       | 0                 |                   | 8.57599      | -3.47903     | 0.620783     | 139.184      | 0.000511006  
94      | 22       | 1       | 0                 |                   | 11.2691      | 0.50441      | 1.20696      | 12.7333      | -1.68587e-07 
95      | 14       | 1       | 0                 |                   | 1.89321      | 3.03875      | 2.33391      | 19.8095      | -3.37175e-07 
96      | -13      | 1       | 0                 |                   | 2.56667      | 3.24029      | 2.78145      | 32.8284      | 0.10566      
97      | -10411   | 2       | 0                 | 100               | 14.72        | 3.63261      | 2.47097      | 278.496      | 2.33093      
98      | -431     | 2       | 0                 | 101-102           | 2.24424      | 4.58003      | 2.8035       | 109.455      | 1.96849      
99      | 425      | 2       | 0                 | 103-104           | 5.37891      | 4.08187      | 2.14254      | 159.43       | 2.46029      
100     | -421     | 2       | 0                 | 105-107           | 10.066       | 3.63822      | 2.44587      | 191.517      | 1.86486      
101     | 331      | 2       | 0                 | 108               | 1.54923      | 4.78166      | 3.0845       | 92.4244      | 0.957048     
102     | -211     | 1       | 0                 |                   | 0.869342     | 3.66749      | 2.2866       | 17.0306      | 0.13957      
103     | 411      | 2       | 0                 | 109-111           | 3.5386       | 4.20452      | 2.09638      | 118.564      | 1.86962      
104     | -211     | 1       | 0                 |                   | 1.85129      | 3.78705      | 2.23086      | 40.8665      | 0.13957      
105     | 321      | 1       | 0                 |                   | 4.42164      | 3.56124      | 2.36484      | 77.9002      | 0.49368      
106     | 223      | 2       | 0                 | 112               | 5.42433      | 3.68257      | 2.51206      | 107.876      | 0.830375     
107     | -211     | 1       | 0                 |                   | 0.246462     | 3.84052      | 2.44237      | 5.74069      | 0.13957      
108     | 221      | 2       | 0                 |                   | 1.2046       | 4.70724      | 3.04244      | 66.7101      | 0.54785      
109     | -13      | 1       | 0                 |                   | 1.86945      | 4.06324      | 2.2351       | 54.3823      | 0.10566      
110     | 14       | 1       | 0                 |                   | 1.3122       | 4.10216      | 1.59942      | 39.6859      | 1.43051e-06  
111     | 311      | 2       | 0                 |                   | 0.647719     | 4.32556      | 2.69898      | 24.4958      | 0.49761      
112     | 111      | 2       | 0                 |                   | 0.255579     | 3.63966      | 2.52549      | 4.87129      | 0.13498      
--------------------------------------------------------
EVENT #31
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 21 26 28-31     | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 21-22 24-25 27-31 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 21       | 21      | 0                 | 5                 | 0            | 22890.3      | 0            | 134.268      | 0            
4       | 21       | 21      | 0                 | 5                 | 0            | -24780.6     | 0            | 2024.65      | 0            
5       | 25       | 22      | 0                 | 6                 | 0            | -24646.4     | 0            | 2158.92      | 1042.78      
6       | 25       | 44      | 0                 | 7                 | 25.6258      | -4.99866     | 3.0913       | 2166.6       | 1042.78      
7       | 25       | 44      | 0                 | 8                 | 33.6564      | -4.72634     | -2.8583      | 2167.11      | 1042.78      
8       | 25       | 44      | 0                 | 9                 | 36.7145      | -4.6395      | -2.86123     | 2167.35      | 1042.78      
9       | 25       | 44      | 0                 | 10                | 37.2988      | -4.62371     | -2.83865     | 2167.36      | 1042.78      
10      | 25       | 62      | 0                 | 11-12             | 38.0535      | -4.60375     | -2.81676     | 2167.49      | 1042.78      
11      | 4900001  | 22      | 0                 | 13-14             | 510.112      | -1.42554     | 1.52506      | 1124.24      | 64.8131      
12      | -4900001 | 22      | 0                 | 15-16             | 525.092      | -1.30792     | -1.68414     | 1043.25      | 50.8537      
13      | 4900022  | 22      | 0                 | 17-18             | 286.378      | -1.43512     | 1.4138       | 635.505      | 0.640029     
14      | 4900004  | 1       | 0                 |                   | 227.735      | -1.39745     | 1.66514      | 488.734      | 2            
15      | 4900022  | 22      | 0                 | 19-20             | 491.342      | -1.32887     | -1.68898     | 992.892      | 1.16605      
16      | -4900004 | 1       | 0                 |                   | 33.8394      | -0.950591    | -1.61375     | 50.3547      | 2            
17      | 13       | 1       | 0                 |                   | 99.086       | -1.43788     | 1.41299      | 220.427      | 0.10566      
18      | -13      | 1       | 0                 |                   | 187.292      | -1.43365     | 1.41422      | 415.078      | 0.10566      
19      | 13       | 1       | 0                 |                   | 271.781      | -1.33064     | -1.69011     | 550.053      | 0.10566      
20      | -13      | 1       | 0                 |                   | 219.561      | -1.32668     | -1.68759     | 442.84       | 0.10566      
21      | 3        | 71      | 0                 | 23 32-33          | 0.146962     | -5.55831     | -2.73381     | 19.0666      | 0.5          
22      | 2101     | 71      | 0                 | 23 32-33          | 0.584001     | -9.17999     | 2.24205      | 2832.72      | 0.57933      
23      | 2212     | 1       | 0                 |                   | 0.346629     | -8.72337     | 1.78732      | 1064.99      | 0.93827      
24      | 2        | 71      | 0                 | 30-31             | 0.497448     | 1.05142      | 0.452275     | 0.864182     | 0.33         
25      | 21       | 71      | 0                 | 30-31             | 22.1855      | -3.39633     | -0.146958    | 331.539      | 8.52992e-06  
26      | 21       | 71      | 0                 | 30-31             | 6.89124      | 3.04672      | 1.22319      | 72.6812      | -1.65181e-06 
27      | -2       | 71      | 0                 | 30-31             | 0.914366     | 0.316501     | 2.22007      | 1.01565      | 0.33         
28      | 2212     | 1       | 0                 |                   | 1.06299      | 1.84307      | -1.9595      | 3.56667      | 0.93827      
29      | 2212     | 1       | 0                 |                   | 0.425832     | 8.82288      | 0.814689     | 1445.24      | 0.93827      
30      | 11       | 1       | 0                 |                   | 0.0318509    | 1.28434      | 0.523881     | 0.0619381    | 0.000511     
31      | -11      | 1       | 0                 |                   | 0.0392207    | 1.26216      | 0.880664     | 0.0748367    | 0.000511     
32      | 11       | 1       | 0                 |                   | 0.0813873    | -7.23899     | -2.01595     | 56.6735      | 0.000511005  
33      | -11      | 1       | 0                 |                   | 0.0571924    | -7.24338     | -2.0032      | 40.0006      | 0.000511001  
--------------------------------------------------------
EVENT #32
--------------------------------------------------------
element | pdgId    | status  | mothers           | daughters         | pT           | Eta          | Phi          | E            | mass
1       | 2212     | 4       | 0                 | 3 8-9 40-41 43 45 54-58 61-63 70-75 85-86 | 0            | 29256        | 0            | 6500         | 0.93827      
2       | 2212     | 4       | 0                 | 4 40-57 61-63 70-75 85-86 | 0            | -29256       | 0            | 6500         | 0.93827      
3       | 21       | 21      | 0                 | 5                 | 0            | 22995.3      | 0            | 239.289      | 0            
4       | 21       | 21      | 0                 | 5                 | 0            | -23849.6     | 0            | 1093.62      | 0            
5       | 25       | 22      | 0                 | 6                 | 0            | -23610.3     | 0            | 1332.9       | 1023.11      
6       | 25       | 44      | 0                 | 7                 | 877.39       | -0.577083    | 1.56564      | 1450.07      | 1023.11      
7       | 25       | 44      | 0                 | 10                | 663.349      | -0.867868    | 1.62045      | 1382.12      | 1023.11      
8       | 5        | 51      | 0                 | 11                | 710.579      | 1.42359      | -1.47869     | 1560.74      | 4.8          
9       | -5       | 51      | 0                 | 12                | 202.889      | 1.54895      | -1.94019     | 499.027      | 4.8          
10      | 25       | 44      | 0                 | 13                | 664.653      | -0.867486    | 1.62254      | 1383.18      | 1023.11      
11      | 5        | 44      | 0                 | 14                | 705.112      | 1.4315       | -1.4863      | 1559.69      | 4.8          
12      | -5       | 44      | 0                 | 15                | 202.085      | 1.55311      | -1.9518      | 498.943      | 4.8          
13      | 25       | 44      | 0                 | 16                | 663.894      | -0.867528    | 1.6233       | 1382.48      | 1023.11      
14      | 5        | 44      | 0                 | 17                | 708.111      | 1.42727      | -1.48935     | 1560.42      | 4.8          
15      | -5       | 44      | 0                 | 18                | 203.265      | 1.5473       | -1.95273     | 499.198      | 4.8          
16      | 25       | 44      | 0                 | 24                | 661.809      | -0.870492    | 1.62862      | 1381.82      | 1023.11      
17      | 5        | 44      | 0                 | 19 67-72          | 708.277      | 1.42748      | -1.48977     | 1561.09      | 4.8          
18      | -5       | 44      | 0                 | 20                | 203.337      | 1.54763      | -1.95297     | 499.528      | 4.8          
19      | 5        | 51      | 0                 | 21 65-66          | 661.609      | 1.42518      | -1.4982      | 1455.24      | 4.8          
20      | -5       | 52      | 0                 | 22 58-59          | 202.217      | 1.54763      | -1.95297     | 496.778      | 4.8          
21      | 5        | 51      | 0                 | 23                | 559.105      | 1.42222      | -1.49959     | 1226.54      | 4.8          
22      | -5       | 51      | 0                 | 26                | 186.125      | 1.55562      | -1.95734     | 460.597      | 4.8          
23      | 5        | 52      | 0                 | 25                | 534.743      | 1.42251      | -1.49941     | 1173.4       | 4.8          
24      | 25       | 44      | 0                 | 27                | 661.816      | -0.870491    | 1.62869      | 1381.82      | 1023.11      
25      | 5        | 44      | 0                 | 28                | 534.719      | 1.42255      | -1.49968     | 1173.4       | 4.8          
26      | -5       | 44      | 0                 | 29                | 186.142      | 1.55553      | -1.95764     | 460.601      | 4.8          
27      | 25       | 62      | 0                 | 30-31             | 661.073      | -0.871214    | 1.62893      | 1381.44      | 1023.11      
28      | 5        | 62      | 0                 | 64                | 535.499      | 1.42121      | -1.49942     | 1173.71      | 4.8          
29      | -5       | 62      | 0                 | 60                | 186.392      | 1.55429      | -1.95664     | 460.701      | 4.8          
30      | 4900001  | 22      | 0                 | 32-33             | 839.405      | -0.749891    | 1.32844      | 1087.88      | 50.8605      
31      | -4900001 | 22      | 0                 | 34-35             | 285.537      | 0.134533     | -2.56813     | 293.56       | 56.2274      
32      | 4900022  | 22      | 0                 | 36-37             | 554.197      | -0.726912    | 1.36595      | 707.179      | 0.729584     
33      | 4900004  | 1       | 0                 |                   | 286.353      | -0.790957    | 1.2558       | 380.699      | 2            
34      | 4900022  | 22      | 0                 | 38-39             | 50.248       | 0.23792      | -2.98311     | 51.6908      | 1.19992      
35      | -4900004 | 1       | 0                 |                   | 240.409      | 0.10985      | -2.48376     | 241.87       | 2            
36      | 13       | 1       | 0                 |                   | 254.242      | -0.727832    | 1.36493      | 324.608      | 0.10566      
37      | -13      | 1       | 0                 |                   | 299.956      | -0.726131    | 1.36681      | 382.57       | 0.10566      
38      | 13       | 1       | 0                 |                   | 23.9575      | 0.236391     | -2.95853     | 24.6303      | 0.10566      
39      | -13      | 1       | 0                 |                   | 26.3043      | 0.239189     | -3.0055      | 27.0605      | 0.10566      
40      | 333      | 2       | 0                 | 79-80             | 1.23521      | 3.23181      | 2.51617      | 15.6985      | 1.01701      
41      | 1        | 71      | 0                 | 43                | 6.97935      | -0.849822    | 1.73386      | 9.67974      | 0.692214     
42      | -1       | 71      | 0                 | 43                | 19.4512      | -0.926151    | 1.96435      | 28.4114      | 0.504121     
43      | 323      | 2       | 0                 |                   | 10.2793      | -0.892027    | 1.9683       | 14.6768      | 0.929032     
44      | 1        | 71      | 0                 |                   | 9.88771      | -0.0441214   | 1.74658      | 9.90284      | 0.33         
45      | 3        | 71      | 0                 | 54-55 85-86       | 0.628782     | -2.17517     | -0.40849     | 2.84774      | 0.5          
46      | 21       | 71      | 0                 | 54-55 85-86       | 30.6805      | -1.29349     | 1.30748      | 60.1304      | 2.23656e-06  
47      | 21       | 71      | 0                 | 54-55 85-86       | 34.45        | -1.32448     | 1.3105       | 69.3507      | 2.23656e-06  
48      | 21       | 71      | 0                 | 54-55 85-86       | 14.6887      | -1.24714     | 1.31359      | 27.6714      | 7.53946e-07  
49      | 21       | 71      | 0                 | 54-55 85-86       | 29.978       | -1.29029     | 1.33772      | 58.5922      | 1.78416e-06  
50      | 21       | 71      | 0                 | 54-55 85-86       | 61.1537      | -1.25661     | 1.36108      | 116.134      | 3.56832e-06  
51      | 21       | 71      | 0                 | 54-55 85-86       | 9.7801       | -1.33117     | 1.38164      | 19.803       | 2.38419e-07  
52      | 21       | 71      | 0                 | 54-55 85-86       | 11.5365      | -1.3092      | 1.21364      | 22.9186      | 5.3312e-07   
53      | -1       | 71      | 0                 | 54-55 85-86       | 1.07303      | -0.862758    | 2.20744      | 1.5337       | 0.33         
54      | 2212     | 1       | 0                 |                   | 3.95643      | -1.51654     | 1.12328      | 9.49427      | 0.93827      
55      | -323     | 2       | 0                 |                   | 36.0898      | -1.26684     | 1.35766      | 69.1433      | 0.987995     
56      | 2212     | 1       | 0                 |                   | 0.793382     | -1.80196     | -0.936432    | 2.64221      | 0.93827      
57      | 2212     | 1       | 0                 |                   | 0.609488     | 1.86198      | -2.41329     | 2.21714      | 0.93827      
58      | 21       | 71      | 0                 | 61-62             | 7.45891      | 1.56861      | -1.81274     | 18.6813      | 0.339128     
59      | 21       | 71      | 0                 | 61-62             | 10.9466      | 1.39963      | -1.95008     | 23.5372      | -5.3312e-07  
60      | -5       | 71      | 0                 | 61-62             | 186.392      | 1.55429      | -1.95664     | 460.701      | 4.8          
61      | -323     | 2       | 0                 | 76                | 1.96694      | 1.41822      | -1.87255     | 4.38644      | 0.868297     
62      | 523      | 2       | 0                 | 81-82             | 176.628      | 1.55231      | -1.95854     | 435.785      | 5.3252       
63      | 2212     | 1       | 0                 |                   | 1.25376      | -1.17153     | -1.67381     | 2.40752      | 0.93827      
64      | 5        | 71      | 0                 | 70-72             | 535.499      | 1.42121      | -1.49942     | 1173.71      | 4.8          
65      | 21       | 71      | 0                 | 70-72             | 78.3657      | 1.43441      | -1.49904     | 173.792      | 3.8147e-06   
66      | 21       | 71      | 0                 | 70-72             | 48.9338      | 1.43817      | -1.47688     | 108.886      | 2.33602e-06  
67      | 21       | 71      | 0                 | 70-72             | 12.8643      | 1.48459      | -1.36477     | 29.8435      | -4.76837e-07 
68      | 21       | 71      | 0                 | 70-72             | 24.9138      | 1.41355      | -1.3419      | 54.2354      | 0.225295     
69      | 21       | 71      | 0                 | 70-72             | 6.10124      | 1.39086      | -1.52861     | 13.0175      | 4.12953e-07  
70      | -523     | 2       | 0                 | 83-84             | 541.719      | 1.42316      | -1.49931     | 1189.4       | 5.3252       
71      | 323      | 2       | 0                 | 77                | 16.386       | 1.45749      | -1.35842     | 37.1115      | 1.00223      
72      | -323     | 2       | 0                 | 78                | 2.98074      | 1.49917      | -1.60903     | 7.05946      | 0.861615     
73      | 2212     | 1       | 0                 |                   | 0.423936     | 2.5349       | -2.48637     | 2.84971      | 0.93827      
74      | 310      | 1       | 0                 |                   | 1.28775      | 0.283086     | -2.28346     | 1.42913      | 0.49761      
75      | 2212     | 1       | 0                 |                   | 0.329174     | -8.19267     | -0.207409    | 594.874      | 0.93827      
